year,km_driven,owner,mileage,selling_price
2015,39000,1,16,1225000
2017,15000,1,17.5,700000
2017,69123,1,17.1,1650000
2012,26000,1,19.4,376000
2017,77524,1,22.7,875000
2014,40523,2,18.5,459999
2018,39000,1,28.4,755000
2019,7800,0,15.26,6223000
2019,11500,0,15.26,5923000
2019,23600,0,15.26,6523000
2010,220000,2,11.5,1050000
2015,120000,2,15.1,1050000
2018,25000,1,21.4,800000
2015,31000,2,25.2,600000
2017,42000,1,21.4,530000
2015,80000,1,20.85,450000
2011,60000,1,20.92,235000
2013,240000,1,23.4,550000
2013,35000,2,14.3,395000
2018,35000,1,20.3,450000
2019,5000,1,20,600000
2016,110000,1,24.3,610000
2017,20000,1,18.6,690000
2018,15000,1,17,790000
2014,40000,2,20.92,254999
2016,41000,1,18.7,500000
2011,100000,2,13.6,340000
2008,120000,1,12.2,150000
2007,110000,3,13.6,245000
2015,120000,2,20.34,515000
2008,60000,2,12.8,122000
2009,35000,3,19.81,160000
2007,120000,2,19.7,110000
2014,70000,1,25.2,360000
2011,90000,3,16.2,260000
2007,60000,2,19.7,128000
2015,80000,2,23.9,600000
2010,151000,2,11.5,800000
2019,25000,1,28.4,675000
2015,24700,1,16,1000000
2008,100000,3,18,65000
2019,10000,1,20.89,500000
2010,50000,1,15,300000
2009,80000,1,16.1,125000
2017,25000,1,18.9,550000
2007,80000,3,19.7,150000
2017,80000,1,15.4,891000
2015,70000,1,12.99,1050000
2018,15000,1,21.1,750000
2012,27500,1,18.5,380000
2013,110000,2,12.99,800000
2010,120000,1,15.7,200000
2016,70000,1,28.09,700000
2002,290000,1,13.1,229999
2010,74000,2,12.8,300000
2015,120000,1,24.2,670000
2007,140000,1,17.7,210000
2017,40000,1,20.89,370000
2019,20000,1,21.4,600000
2020,15000,1,24.3,810000
2019,16000,1,23.84,346000
2005,130000,1,13,55000
2012,118000,2,13.93,250000
2006,44000,2,16.1,120000
2013,50000,2,20.77,600000
2016,60000,1,15.37,330000
2014,147000,2,18.6,400000
2004,40000,2,16.8,100000
2014,100000,3,19.1,450000
2017,55000,1,24.52,800000
2015,40000,2,27.62,340000
2010,64000,3,21.1,225000
2002,100000,2,17.3,55000
2016,50000,1,24.52,900000
2014,30000,1,9,2500000
2018,30000,1,20.51,465000
2004,150000,1,17.3,70000
2016,24177,1,17.57,400000
2012,80000,1,16.1,185000
2006,150000,2,18.9,140000
2015,120000,2,21.04,415000
2012,121779,1,12.05,532000
2017,56000,1,27.39,600000
2008,100000,4,15,150000
2018,12000,1,20.4,459999
2017,15381,1,24.3,800000
2011,5000,1,13.6,310000
2014,40000,1,19.01,475000
2016,35000,2,26.6,310000
2018,10000,1,23.95,350000
2019,10000,1,16,1800000
2018,25000,1,22,640000
2017,50000,1,20.51,350000
2018,30000,1,17,600000
2015,23000,1,23.9,575000
2019,15000,1,16.55,974000
2018,5000,2,20.51,445000
2015,15000,2,20.77,580000
2020,20000,1,22.1,1050000
2015,50000,1,22.77,600000
2017,40000,2,18.16,370000
2007,70000,3,18.2,150000
2017,15000,1,23.1,483000
2016,10000,1,18.9,470000
2018,25000,1,24.3,950000
2013,50000,3,17.01,450000
2011,70000,1,17.6,345000
2020,5000,1,20.89,600000
2009,60000,1,19,300000
2007,74800,2,18.2,160000
2004,80000,2,16.1,120000
2012,270000,1,21.94,220000
2018,120000,1,20.3,340000
2007,120000,2,17.7,138000
2010,80000,3,17.5,231000
2013,120000,2,15.1,800000
2019,20000,1,17,960000
2009,70000,2,18.9,120000
2012,40000,1,18.9,270000
2011,100000,2,21.1,200000
2012,123000,1,18.6,328000
2012,77000,1,22.32,432000
2019,7000,1,18.78,565000
2017,70000,1,15.37,390000
2017,30000,1,25.83,600000
2011,120000,3,23,250000
2011,70000,1,18,165000
2011,105000,1,17,421000
2012,109322,2,16.36,225000
2013,120000,1,21.64,350000
2018,24000,1,17.1,1757000
2015,70000,2,27.39,600000
2018,35000,1,24,515000
1999,80000,3,16.1,80000
2017,70000,2,23.65,800000
2004,100000,4,10.5,120000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,40000,1,20.51,475000
2015,20000,1,20.51,400000
2011,60000,1,20.3,300000
2011,475000,3,13.5,400000
2009,70000,2,17.3,235000
2015,40000,2,20.51,350000
2017,34000,2,28.4,625000
2014,120000,1,15.1,525000
2018,10000,1,20.3,550000
2015,80000,2,15.96,550000
2006,100000,2,17.7,200000
2011,120000,1,13,350000
2006,100000,2,17.7,220000
2016,25000,1,18.9,412000
2009,52000,2,18.9,126000
2013,63000,1,23.4,430000
2009,90000,2,19,130000
2017,60000,1,23.84,350000
2011,35000,1,19.7,220000
2011,80000,1,13.6,380000
2010,110000,2,20,200000
2015,20000,1,12.55,2000000
2015,90000,1,22.77,610000
2016,30000,2,15.71,2500000
2017,61000,1,26.59,620000
2013,66000,1,14.7,150000
2018,80000,1,20.62,450000
2017,27000,2,19.67,1150000
2018,60000,1,18.15,500000
2011,139000,1,18.9,246000
2017,60000,1,21.94,400000
2008,10000,2,16.1,65000
2016,30000,1,21.7,725000
2014,125000,1,22.32,736000
2018,45000,1,28.4,700000
2011,30000,1,18,150000
2010,80500,2,19.7,180000
2014,200000,1,23.59,409999
2013,60000,1,15.96,550000
2004,18000,2,16.1,50000
2006,110000,2,20.8,80000
2005,90000,2,19.7,110000
2006,120000,2,17.7,180000
2017,127000,1,28.4,605000
2017,70000,1,24.52,800000
2011,116500,1,23,350000
2012,120000,1,18.5,300000
2008,100000,4,13.9,160000
2011,90000,2,20,225000
2009,120000,3,12.07,1025000
2017,40000,1,17.6,1300000
2018,18000,1,21.66,560000
2017,70000,1,24.3,650000
2018,29000,1,15.1,1150000
2016,65755,1,21.4,480000
2019,2600,1,23,960000
2017,46000,1,16,1050000
2017,15000,2,21.1,310000
2014,60000,1,23.4,500000
2017,15500,1,23.95,350000
2015,120000,1,25.8,365000
2008,120000,3,14.8,165000
2007,120000,3,14.6,100000
2007,80000,2,13.6,240000
2019,40000,1,17.3,925000
2018,15000,1,18.16,590000
2013,110000,2,13.7,525000
2014,80000,2,12.99,720000
2017,50000,1,19.6,850000
2010,110000,1,11.79,490000
2013,100000,1,25.8,325000
2019,20000,1,22,1200000
2012,135000,1,15.96,450000
2014,50700,1,19.09,300000
2013,70000,2,22.07,365000
2007,120000,1,11.7,500000
2014,112000,2,12.99,900000
2018,35000,1,24,700000
2017,50000,1,19.6,880000
2014,121000,3,12.99,700000
2009,120000,2,12.05,380000
2006,90000,3,13.4,150000
2014,70000,2,26.3,235000
2018,20000,1,23.01,320000
2015,60000,1,20.45,550000
2016,40000,1,18.12,3200000
2013,440000,2,12.99,750000
2017,60000,1,18.49,645000
2015,110000,1,20.51,300000
2016,152000,1,21.19,580000
2011,220000,4,17,220000
2013,70000,1,15.96,451000
2018,50000,1,17,850000
2011,125000,1,19.3,300000
2016,60000,1,18.16,350000
2014,90000,1,21.94,300000
2017,30000,1,21.94,390000
2016,90000,1,12.99,1200000
2017,20000,1,17,550000
2012,110000,3,22.9,300000
2012,150000,2,20.54,300000
2012,110000,1,23,350000
2015,120000,2,19.67,880000
2010,120000,2,13.2,160000
2012,80000,4,15.3,250000
2016,110000,1,21.19,660000
2015,40000,1,17.57,450000
2012,110000,2,19.7,400000
2019,20000,1,16.36,1300000
2013,230000,1,20,229999
2010,60000,1,18.6,140000
2012,35000,2,19,195000
2015,45000,1,17.19,500000
2012,45000,1,25.4,60000
2016,25000,1,17.57,400000
2014,10000,1,18.6,400000
2018,19000,1,20.51,380000
2019,10000,1,21.4,579000
2019,25000,1,18.15,400000
2012,30000,1,20.36,270000
2014,90000,1,15.96,500000
2017,20000,1,23.84,475000
2018,48000,1,19.87,850000
2009,120000,1,12.05,475000
2012,210000,2,19.3,370000
2010,200400,2,19.81,187000
2008,110000,2,20.36,195000
2014,38000,1,13.93,459999
2004,90000,2,13.4,135000
2017,43000,1,24.52,850000
2018,25000,1,20.3,500000
2016,26000,2,20.51,385000
2006,120000,2,16.8,135000
2008,70000,3,19.7,120000
2006,60000,3,11.9,200000
2007,120000,2,13.93,200000
2016,20000,1,20.73,700000
2013,25000,1,23.57,290000
2017,60000,1,28.4,725000
2008,80000,1,12.2,200000
2014,80000,1,16.8,155000
2019,1303,1,17.8,690000
2018,31800,1,17.01,3975000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2017,17000,1,9.5,4100000
2016,68089,1,19.16,2000000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2018,2000,1,16.8,2475000
2019,17000,1,15,5200000
2019,21000,1,12.83,4500000
2017,37000,1,13.5,6000000
2018,10000,1,22.48,4000000
2019,3500,1,18.15,1125000
2016,46000,1,18.25,1898999
2017,52000,1,12,1650000
2011,20000,2,18.6,280000
2019,25000,1,20.3,450000
2006,70000,2,15.9,135000
2014,40000,1,15.1,650000
2020,7300,1,21.01,650000
2018,25000,1,28.09,750000
2010,100000,1,19.7,150000
2017,35000,1,25.32,500000
2013,80000,2,22.32,425000
2010,60000,1,20.36,260000
2014,110000,2,20.14,400000
2017,70000,2,22.54,575000
2008,40000,1,0,175000
2010,90000,2,21.4,250000
2012,95000,1,19.7,400000
2011,200000,2,13.6,350000
2015,30000,1,25.2,484999
2015,30000,1,25.2,484999
2013,70000,2,20.14,350000
2014,80000,2,12.55,1400000
2012,100000,3,19.3,250000
2017,70000,1,28.4,655000
2016,30000,1,27.3,500000
2016,15000,1,18.6,300000
2018,21000,1,25.83,650000
2014,35000,1,20.52,300000
2016,25000,1,18.7,475000
2017,30000,1,23.84,450000
2019,10000,1,28.4,754000
2013,40000,1,20.36,300000
2014,25000,1,21.1,250000
2018,15000,1,28.4,725000
2008,70000,1,19.7,95000
2018,7800,1,20.3,475000
2014,55000,1,14,575000
2016,30000,1,23.84,350000
2013,125000,2,15.96,330000
2016,50000,1,20.4,482000
2017,40000,4,22.77,625000
2017,30000,1,23.84,380000
2016,30000,1,18.6,310000
2009,35000,1,17.5,280000
2018,30000,1,14.99,900000
2010,60000,1,18.9,250000
2017,39000,1,17.01,750000
2019,15000,1,23.01,420000
2019,5000,1,19.5,670000
2016,9750,2,19.81,420000
2016,110000,1,13.68,1800000
2018,35000,1,17.5,900000
2015,10000,1,15.1,1200000
2003,157138,3,10.5,195000
2007,120000,4,16.8,185000
2008,110000,4,19.81,185000
2018,46000,1,15.1,1525000
2006,102000,3,16.1,215000
2015,50000,2,22.74,210000
2016,110000,2,13.68,1700000
2009,285000,3,12.8,530000
2015,50000,1,17.4,800000
2014,70000,2,25.2,570000
2012,120000,2,21.5,350000
2011,93000,2,21.9,350000
2018,50000,1,16.5,750000
2011,100000,2,15.37,160000
2010,70000,3,15.7,150000
2019,5000,1,18.9,562000
2012,27000,1,20.36,290000
2014,122000,2,15.1,600000
2015,74000,2,24.4,401000
2019,6500,1,21.21,750000
2007,80000,2,13.6,240000
2012,50000,1,20.92,229999
2013,50000,1,15.96,500000
2010,80000,1,11.96,350000
2018,25000,1,22.7,217000
2018,35000,1,22.71,670000
2011,30000,1,20.92,225000
2020,10000,1,18.76,737000
2014,80000,1,23.1,300000
2008,120000,1,17,85000
2010,120000,2,16.2,195000
2017,127991,1,25.5,675000
1999,198000,2,14.8,150000
2010,65000,1,15.64,290000
2018,20000,1,28.09,889000
2016,60000,1,17,400000
2018,13120,1,25.17,390000
2017,87500,1,17.1,1550000
2014,125000,1,22.32,600000
2018,25000,1,17.4,800000
2013,120000,3,20.77,600000
2015,35000,1,17.01,795000
2016,25000,1,22.54,735000
2005,120000,3,16.4,250000
2018,25000,1,24.04,400000
2014,140000,1,14,395000
2005,79000,2,13.1,130000
2015,125000,1,21.04,600000
2016,80000,1,21.19,720000
2011,110000,3,16.8,450000
2010,80000,2,16.2,220000
2014,100000,2,22.32,545000
2011,100000,2,20.54,370000
2010,78000,1,13.6,450000
2018,15000,1,17.4,750000
2015,70000,1,15.4,1100000
2019,5000,1,21.4,711000
2016,75000,1,23.95,285000
2020,5500,1,21.01,749000
2016,80000,2,19.64,550000
2010,120000,2,19.3,300000
2017,70000,1,27.39,625000
2017,80000,2,17.19,650000
2014,120000,3,22.32,575000
2016,75000,2,26.59,631000
2010,80000,2,16.2,220000
2017,40000,2,20.3,600000
2012,120000,1,23.5,390000
2007,110000,4,12.7,375000
2010,110000,1,23,340000
2019,2000,1,27.28,670000
2014,80000,2,23.4,530000
2015,38000,2,23.95,350000
2014,46000,1,21.63,415000
2014,102000,1,24.2,700000
2012,96000,2,19.62,925000
2017,20000,1,22,375000
2015,16000,1,19.1,575000
2013,23000,1,17,425000
2011,25000,1,18.16,245000
2015,35000,2,17.7,540000
2011,90000,1,14.94,1000000
2013,37000,1,20.36,291000
2017,34000,2,21.4,600000
2012,60000,1,17.7,355000
2010,50000,1,20.36,225000
2013,37000,1,13.7,350000
2012,38000,2,24.7,200000
2012,57000,1,17.7,434999
2014,62200,1,17,440000
2013,77000,1,21.1,390000
1997,110000,2,16.1,50000
2012,30000,1,17.5,450000
2009,60000,3,19.7,125000
2014,25000,1,15.4,999000
2005,188000,1,12.3,225000
2010,150000,3,19.7,85000
2012,40000,1,21.1,150000
2014,120000,1,19.01,500000
2011,70000,3,20.36,220000
2014,25000,1,15.4,999000
2017,60000,1,21.38,957000
2006,250000,1,12.8,1050000
2018,35000,1,22.5,320000
2016,15000,1,23.95,300000
2010,98000,1,17.8,270000
2011,62000,3,16.36,170000
2010,90000,2,18.3,270000
2013,110000,2,18.6,140000
2010,90000,3,20.36,170000
2019,10000,1,17.3,1450000
2019,25000,1,20,1200000
2019,13000,1,22.54,834000
2017,80000,1,27.28,450000
2014,40000,3,20.14,575000
2019,20000,1,28.4,900000
2008,87540,3,16.6,149000
2007,84000,3,16,100000
2011,160000,3,20.86,325000
2012,100000,2,20.54,400000
2017,35000,2,20.3,250000
2010,60000,2,12.9,225000
2012,70000,1,18.6,300000
2015,60000,2,20.5,459999
2016,35000,2,22.77,825000
2012,231438,2,18.4,150000
2016,71000,1,27.39,710000
2016,70000,1,23.2,425000
2007,80000,1,16.1,45000
2011,239451,2,13.6,380000
2009,90000,1,21.1,240000
2016,154000,1,19.67,1150000
2013,109000,2,19.64,520000
2016,120000,2,26.59,675000
2012,100000,3,26.2,297000
2009,110000,1,11.57,250000
2005,200000,2,13.1,200000
2016,39000,3,20.51,380000
2005,96000,4,16.1,40000
2014,90000,1,20.54,575000
2010,135000,2,17.8,300000
2018,90000,1,27.28,450000
2003,90000,4,16.1,45000
2010,426000,1,12.8,950000
2017,35000,1,28.4,745000
2016,120000,1,24.4,509999
2009,110000,1,20.36,142000
2009,50000,1,19,185000
2012,77000,1,20.4,300000
2007,120000,2,17.7,210000
2008,120000,2,13.9,260000
2013,190000,2,23.4,430000
2013,110000,2,12.05,600000
2010,30000,1,15.6,400000
2012,182000,2,24.8,400000
2017,60000,1,28.4,669000
2019,40000,1,20.14,509999
2016,112000,1,22.54,616000
2013,80000,2,12.05,530000
2010,90000,2,16.8,190000
2015,140000,2,25.1,700000
2012,188000,2,14,250000
2014,60000,2,20.36,225000
2017,30000,1,18.9,470000
2019,40000,1,24.3,900000
2013,70000,1,25.44,170000
2013,100000,1,19.09,140000
2011,44000,2,16,95000
2016,110000,2,18.5,280000
2012,215000,1,12.05,470000
2011,80000,2,21.1,129000
2012,70000,2,25.44,165000
2016,25000,1,17.19,600000
2012,31000,1,18.9,260000
2005,50000,3,18.9,70000
2015,120000,2,18.6,515000
2012,60000,1,20,225000
2011,60000,2,19.3,270000
2011,110000,3,13.93,225000
2012,70000,1,22.32,459999
2009,110000,2,19.7,115999
2013,77300,1,21.14,475000
2013,91500,1,10,1925000
2011,75000,2,25,165000
2015,45000,1,28.4,550000
2017,61260,1,24.3,861000
2019,26000,1,23,1050000
2018,17601,1,16.25,3251000
2017,43000,1,22.54,750000
2018,4773,1,22,730000
2017,31000,1,21.66,860000
2017,57900,1,21.9,940000
2019,8600,1,17.3,1075000
2016,52000,1,23.65,775000
2013,62000,1,22,411000
2012,155000,1,12.8,911000
2016,66000,1,20.14,540000
2016,78010,1,21.66,660000
2018,83844,1,24.52,875000
2015,23999,1,23.1,411000
2016,52000,1,27.39,635000
2012,145000,3,22.9,350000
2018,70000,2,18.49,800000
2015,25000,2,16.8,180000
2014,51000,1,14.74,2000000
2014,120000,1,24.2,490000
2010,55000,1,19,180000
2013,91400,2,19.34,310000
2012,48000,1,13.2,275000
2014,80000,2,18.2,450000
2017,50000,1,25.32,500000
2010,185000,4,16.2,245000
2011,125000,4,20.54,275000
2006,178500,3,17.7,200000
2017,66953,1,16,1500000
2012,166000,2,23.08,229999
2011,131000,4,20.54,280000
2009,50000,2,18.9,125000
2015,25000,1,25.2,600000
2018,20000,1,18.2,600000
2016,60000,2,18.5,411000
2010,170000,3,15.37,150000
2015,70000,1,26.21,630000
2013,110000,1,17.11,1200000
2019,45000,1,22,700000
2010,60000,2,14,250000
2016,32000,1,18.2,535000
2016,60000,1,18.49,600000
2003,120000,4,13.1,145000
2015,143000,1,25.83,400000
2015,100000,1,26.59,600000
2018,50000,1,21.63,459999
2018,30000,1,22.54,800000
2017,25000,1,21.94,370000
2012,102000,2,12.8,800000
2013,90000,1,23.08,290000
2018,62000,1,28.4,671000
2012,80000,4,19.09,140000
2011,15000,3,19.7,141000
2009,70000,2,19.7,125000
2013,90000,2,19.4,150000
2007,100000,3,18.9,125000
2018,25000,2,18.9,600000
2017,40000,1,22.54,700000
2017,70000,1,22.54,700000
2017,40000,1,28.4,740000
2011,200000,2,17,140000
2018,35000,1,22,1150000
2007,155000,1,18.7,300000
2011,110000,1,17.6,300000
2015,110000,1,21.64,530000
2017,80000,2,24,530000
2011,50000,2,17.92,210000
2007,90000,2,19.7,130000
2008,80000,2,17.3,148000
2008,120000,1,14.3,585000
2011,105000,2,21.9,270000
2013,40000,1,20.36,375000
2014,141000,2,15.1,725000
2007,150000,2,18.1,180000
2014,80000,2,23.2,425000
2018,25000,1,23,900000
2017,51000,1,14.07,570000
2017,40000,1,25,290000
2011,40000,2,20,229999
2012,70000,1,20,300000
2010,110000,3,21.1,220000
2011,80000,2,18.3,409999
2013,136000,2,18.2,355000
2013,120000,1,19.01,695000
2010,120000,2,19.3,320000
2017,120000,1,18.49,710000
2004,120000,2,16.8,85000
2010,210000,4,12.2,409999
2015,90000,1,20.14,550000
2007,100750,2,16.1,215000
2006,140000,2,14.4,110000
2007,110000,3,17.7,170000
2018,40000,2,17,850000
2010,148000,2,23,350000
2015,155000,2,22.3,250000
2015,70000,1,25.83,433000
2010,100000,1,11.5,1200000
2015,45000,1,21.1,300000
1998,40000,2,17.3,70000
2017,90000,2,15.96,760000
2014,20000,1,21.1,250000
2013,120000,2,17.92,187000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2013,90000,2,22.9,335000
2016,80000,2,20.85,488000
2008,110000,3,15.6,111000
2015,70000,1,26.21,600000
2020,5000,1,21.21,570000
2007,75000,2,17.8,110000
2014,50000,1,18.6,434999
2014,70000,1,21.1,229999
2014,90000,2,20.45,490000
2011,100000,2,17.5,300000
2017,90000,1,17.8,350000
2019,35000,1,17.5,580000
2017,155000,1,25,385000
2019,19500,1,20.3,434999
2018,50000,1,14.24,3200000
2015,30000,1,18.6,495000
2016,53000,1,22.54,575000
2013,120000,2,19.09,200000
2012,120000,2,21.03,140000
2012,64000,2,17.8,300000
2015,50000,1,18.2,350000
2015,80000,2,19.09,250000
2013,80000,1,21.02,280000
2017,5000,1,20.14,600000
2015,25000,1,17.01,700000
2014,72000,1,26,560000
2017,65000,1,19.98,880000
2005,80000,1,13.6,250000
2016,120000,1,15.96,550000
2018,60000,1,25.4,530000
2013,110000,2,15.1,750000
2017,35000,1,24.7,310000
2014,130000,1,20.77,620000
2013,188000,2,22.9,400000
2008,80000,2,17.2,67000
2015,80000,1,25.83,480000
2008,48676,1,19.7,110000
2018,40000,1,20.62,475000
2018,15000,2,24.7,300000
2007,70000,1,19.7,100000
2011,80000,2,17,70000
2017,60000,1,22.77,900000
2017,120000,2,23.59,650000
2000,180000,4,17.3,50000
2016,70000,1,18.9,550000
2013,250000,1,20.46,475000
2019,15000,1,20.3,425000
2017,65000,1,28.09,900000
2015,90000,1,18.6,516000
2011,70000,2,16.5,150000
2016,30000,1,20.51,400000
2016,79500,1,15.4,800000
2007,90000,3,17.8,165000
2015,110000,1,20.45,1000000
2015,110000,1,26.59,440000
2011,153000,1,22.32,390000
2008,200185,1,16.6,136000
2013,149000,1,23.4,475000
2016,100000,1,25.83,515000
2012,90000,2,15.42,175000
2012,80000,4,21.5,380000
2018,12000,1,20.89,535000
2011,40000,2,20.36,215000
1997,100000,2,17.3,70000
2017,27000,1,18.9,445000
2015,120000,1,20.51,335000
2015,80000,1,15.96,600000
2014,49025,1,15.37,300000
2015,15000,1,25.4,110000
2014,90000,2,23.95,240000
2016,90000,1,23.84,300000
2010,90000,2,14.49,2000000
2007,80000,3,17.2,50000
2009,195000,2,14.8,295000
2006,90000,3,10.5,310000
1997,80000,3,16.1,29999
2016,22000,1,17.8,925000
2016,70000,1,24.3,640000
2012,35000,1,17.5,350000
2013,120000,1,19.1,385000
2013,100000,2,23.4,409999
2016,40000,1,16,1300000
2009,60000,3,15.3,210000
2007,110000,1,10.5,300000
2008,112000,1,10.5,450000
2011,70000,2,20,170000
2014,140000,1,25.1,650000
1997,94000,4,15.9,125000
2012,70000,1,19.7,145000
2018,27000,1,20.14,681000
2015,173000,1,25.1,635000
2010,80000,2,19.7,140000
2016,86000,3,26,750000
2015,80000,2,26,611000
2007,120000,3,19.7,110000
2006,100000,2,16,100000
2014,120000,1,22.3,225000
2010,190000,3,16.2,250000
2011,120000,2,14,385000
2012,70000,1,19.7,135000
2006,100000,2,19.7,65000
2016,120000,1,23.95,260000
2014,120000,2,23.4,465000
2017,20000,2,18.15,430000
2009,81000,4,17,200000
2011,90000,2,18.6,125000
2001,60000,2,16.1,45000
2012,40000,2,18.6,124000
2007,80000,3,15.3,80000
2014,35000,1,22.8,545000
2019,20000,1,25.47,1050000
2015,50000,1,18.2,200000
2015,77000,2,16,1100000
2014,50000,1,15.1,750000
2016,13500,1,23.84,425000
2016,38000,1,24.7,300000
2019,14000,1,25.47,1200000
2009,70000,1,13.5,240000
2016,55000,2,25.32,450000
2006,150000,4,18.9,80000
2013,160000,1,15.96,500000
2013,50000,1,22.1,295000
2008,120000,3,19.09,100000
2013,76460,1,22.32,700000
2011,125000,2,20,180000
2012,110000,2,20.8,225000
2017,25000,1,21.1,310000
2015,30000,1,26,625000
2013,70000,2,19.2,275000
2013,110000,2,19.81,245000
2010,200000,1,19,160000
2014,80000,1,21.1,250000
2014,76000,1,25.8,450000
2007,150000,2,17.2,85000
2018,35000,1,13.68,1938000
2016,40000,1,18.6,550000
2015,110000,1,22.77,551000
2019,60000,1,20.14,500000
2018,15000,1,17.8,585000
2013,120000,1,16.36,172000
2012,100000,2,22.32,360000
2017,24000,2,27.28,350000
2018,53000,1,23,700000
2011,40000,3,19.7,148000
2016,47370,1,21.94,330000
2007,120000,2,18.7,110000
2015,100000,1,25.2,450000
2009,80000,2,11.5,260000
2011,91000,2,20.36,200000
2019,20000,1,32.26,430000
2013,80000,2,12.05,550000
2013,80000,1,23.2,245000
2016,80000,1,21.94,320000
2008,110000,3,13.2,120000
2013,120000,1,22.7,615000
2013,90000,1,17.2,600000
2010,120000,2,14.3,300000
